Gene	WT-1_FPKM	WT-2_FPKM	Toluene-1_FPKM	Toluene-2_FPKM
LOC105110753	31.39	32.44	26.3	34.11
LOC105111398	13.27	14.29	5.53	10.73
LOC105111431	57.41	58.77	47.65	65.04
LOC105111541	0.85	0.81	0.99	1.97
LOC105111795	0.19	0.27	0.11	0.52
LOC105111975	44.56	47.02	26.09	36.01
LOC105111979	0.49	0.68	0.29	0.6
LOC105112062	12.48	12.81	13.5	17.14
LOC105112366	1.28	1.27	1.12	2.12
LOC105112407	0.78	1.19	1.37	2.32
LOC105112647	1.65	1.58	1.37	1.39
LOC105112799	0.23	0.2	0.28	0.54
LOC105112852	0.22	0.32	0.0	0.14
LOC105113107	49.01	54.4	31.37	46.49
LOC105113168	5.08	5.22	2.34	4.44
LOC105113183	4.37	3.76	3.18	4.08
LOC105113282	10.33	10.9	7.23	9.37
LOC105113284	0.0	0.95	0.89	0.0
LOC105113766	21.67	24.77	18.12	25.33
LOC105113832	0.38	0.62	3.84	3.84
LOC105114088	11.95	12.84	6.75	12.73
LOC105114180	4.22	4.9	1.82	4.11
LOC105114190	7.8	7.62	6.18	9.71
LOC105114350	10.48	12.23	8.78	17.67
LOC105114553	10.96	11.22	5.53	9.31
LOC105114679	0.81	0.8	0.76	1.24
LOC105114844	3.63	3.23	0.76	1.92
LOC105114972	2.07	1.71	0.72	1.58
LOC105114994	13.85	15.41	11.36	17.77
LOC105115035	9.12	8.19	4.7	8.94
LOC105115239	37.87	37.84	32.39	44.59
LOC105115424	9.82	9.06	5.75	7.46
LOC105115507	0.54	0.74	0.4	0.62
LOC105115694	27.31	29.01	21.2	34.86
LOC105115709	0.98	1.33	0.35	0.78
LOC105115864	1.58	2.24	1.91	1.91
LOC105115909	5.43	6.31	2.66	5.87
LOC105116188	3.22	2.78	1.88	3.72
LOC105116518	0.0	0.23	0.0	0.49
LOC105116671	27.75	33.04	21.5	37.7
LOC105116940	39.07	44.18	32.33	49.91
LOC105116976	15.47	16.44	9.66	17.23
LOC105117132	0.39	0.0	0.33	0.0
LOC105117379	0.37	0.3	0.63	0.81
LOC105117432	1.04	0.72	0.78	1.0
LOC105117505	8.61	10.07	2.35	6.13
LOC105117861	0.49	0.56	0.16	0.13
LOC105117879	43.89	33.58	33.52	35.02
LOC105118112	17.24	16.73	13.76	25.44
LOC105118197	9.23	9.765	4.95	7.74
LOC105118545	6.57	7.11	5.46	8.1
LOC105118727	6.22	5.61	4.4	6.29
LOC105118768	4.67	5.53	7.55	14.95
LOC105118994	6.55	6.77	3.15	5.5
LOC105119301	2.55	2.43	1.1	2.4
LOC105119554	15.29	17.45	10.62	14.72
LOC105119643	0.59	0.65	0.49	1.4
LOC105119725	10.95	13.64	6.08	15.66
LOC105120039	0.0	1.02	0.48	0.27
LOC105120139	0.4	0.35	0.13	0.75
LOC105120476	0.0	0.0	0.72	1.03
LOC105120871	7.04	7.69	4.77	9.35
LOC105121170	1.63	1.99	1.88	2.47
LOC105121340	24.03	22.43	14.88	24.75
LOC105121356	25.46	24.37	18.4	26.08
LOC105121374	6.1	6.19	3.34	4.21
LOC105121478	1.65	2.29	2.03	3.57
LOC105121602	1.63	1.46	1.51	2.68
LOC105121634	0.0	0.28	0.18	0.41
LOC105122139	1.3	1.45	1.67	3.15
LOC105122144	26.08	27.87	28.43	40.4
LOC105122265	5.82	5.67	1.86	4.46
LOC105122616	0.825	0.14	0.035	0.075
LOC105122732	109.84	114.95	58.87	100.81
LOC105122892	0.88	0.9	1.26	1.7
LOC105123154	199.18	218.86	100.39	114.37
LOC105123533	0.33	0.31	0.25	0.31
LOC105123716	0.11	0.04	0.19	0.32
LOC105123766	0.75	0.91	0.73	0.92
LOC105123888	0.43	0.56	0.0	0.05
LOC105123955	0.0	0.18	0.0	0.38
LOC105124363	161.94	168.86	63.64	113.9
LOC105124451	55.04	61.9	81.07	115.74
LOC105124666	15.74	17.06	12.23	19.68
LOC105124856	0.22	0.19	0.49	0.07
LOC105124926	24.8	27.72	19.79	20.54
LOC105124987	5.5	5.74	3.5	5.9
LOC105125370	7.73	8.06	5.48	7.03
LOC105125466	9.97	9.73	5.48	10.32
LOC105125519	4.23	4.63	5.59	8.92
LOC105125752	4.17	4.5	3.27	5.93
LOC105125877	5.61	4.57	3.14	8.49
LOC105126373	9.34	9.28	4.08	7.2
LOC105126518	0.05	0.04	0.95	1.21
LOC105126629	1.27	1.32	0.34	1.33
LOC105126632	1.5	1.19	2.47	4.95
LOC105126637	4.75	5.13	2.37	4.62
LOC105127065	2.7	3.0	1.95	3.11
LOC105127102	9.03	10.05	5.53	10.44
LOC105127115	0.27	0.13	0.24	0.4
LOC105127232	0.64	1.24	0.25	0.36
LOC105127295	0.08	0.22	0.03	0.2
LOC105127363	5.83	7.56	4.35	6.25
LOC105127368	3.49	3.89	3.47	6.0
LOC105127391	170.14	175.38	155.17	247.14
LOC105127526	109.68	123.59	80.17	123.65
LOC105127786	71.95	77.37	80.18	137.21
LOC105127823	0.11	0.16	0.19	0.11
LOC105127882	11.05	11.42	8.05	12.75
LOC105128209	0.0	0.92	0.43	0.96
LOC105128595	1.11	1.15	1.1	1.33
LOC105128773	87.39	102.64	219.83	224.28
LOC105128792	0.68	0.81	0.52	0.5
LOC105128883	5.85	6.22	3.97	6.7
LOC105129025	10.31	10.93	9.52	11.88
LOC105129381	0.69	0.6	0.57	0.87
LOC105129499	11.6	12.7	10.7	13.16
LOC105129620	8.94	9.73	6.03	8.62
LOC105129794	0.43	0.72	0.68	0.7
LOC105129835	262.14	279.36	60.8	99.96
LOC105129923	6.92	7.61	4.09	7.8
LOC105129990	1.86	1.77	2.3	3.29
LOC105130000	2.19	1.75	1.25	2.45
LOC105130031	0.82	1.35	0.47	1.07
LOC105130151	0.87	0.0	0.0	0.0
LOC105130358	0.15	0.18	0.53	0.7
LOC105130585	0.0	0.0	0.32	0.0
LOC105130615	1.47	1.76	1.26	1.66
LOC105130884	9.95	11.13	3.91	9.74
LOC105131025	11.02	11.47	11.06	17.9
LOC105131374	14.86	14.64	4.74	10.28
LOC105131418	0.66	0.57	0.51	0.85
LOC105131543	8.92	8.05	7.69	10.19
LOC105131586	0.4	0.18	0.0	0.38
LOC105131681	0.26	0.16	0.28	0.56
LOC105131682	15.18	15.78	10.1	18.28
LOC105132089	4.0	4.1	1.7	3.88
LOC105132327	7.89	8.56	2.59	5.37
LOC105132375	0.54	0.72	0.57	0.81
LOC105132378	4.34	4.56	2.9	5.63
LOC105132416	46.3	48.72	45.42	57.83
LOC105132615	0.71	0.65	0.8	0.47
LOC105132622	0.38	0.68	1.96	1.62
LOC105132673	1.39	2.3	0.29	1.15
LOC105132731	5.88	6.58	5.84	8.55
LOC105132813	0.245	0.335	0.38	0.48
LOC105132869	0.37	0.09	0.14	0.19
LOC105132952	1.78	0.0	0.0	0.82
LOC105132973	26.0	28.77	8.28	12.76
LOC105133144	57.99	64.32	20.63	38.84
LOC105133155	32.21	33.05	22.11	29.92
LOC105133190	6.29	6.82	4.61	7.56
LOC105133349	2.25	2.83	2.28	3.05
LOC105133469	0.0	0.0	0.0	0.48
LOC105133535	0.0	0.38	0.24	0.27
LOC105133606	1.67	1.73	1.63	4.05
LOC105133945	1.39	1.98	0.98	2.11
LOC105134047	0.99	0.89	0.0	0.0
LOC105134054	0.23	0.07	0.25	0.07
LOC105134347	0.0	0.0	0.0	0.0
LOC105134836	0.78	0.55	0.51	0.45
LOC105134909	5.72	5.74	2.34	3.49
LOC105134922	5.89	6.48	3.36	6.65
LOC105135028	32.19	37.74	21.83	36.38
LOC105135264	7.34	7.68	4.02	6.26
LOC105135400	22.96	24.78	20.11	23.57
LOC105135439	2.32	2.39	2.09	3.37
LOC105135604	0.0	1.26	0.34	0.58
LOC105135724	10.025	10.93	12.105	16.81
LOC105135825	0.34	0.31	0.44	0.39
LOC105135903	39.39	37.85	17.1	22.71
LOC105136031	5.12	5.24	2.74	5.02
LOC105136125	10.59	11.98	10.96	17.08
LOC105136268	2.71	2.77	2.34	3.95
LOC105136348	12.75	13.42	6.86	9.94
LOC105136397	35.9	36.25	40.33	50.43
LOC105136443	15.71	15.06	8.76	13.86
LOC105136778	0.97	0.69	0.48	1.46
LOC105136794	91.65	102.62	106.84	115.83
LOC105137090	1.63	1.69	1.39	1.93
LOC105137124	1.11	0.0	0.0	0.0
LOC105137307	20.43	14.52	14.97	20.58
LOC105137581	3.21	3.12	1.81	2.83
LOC105137617	0.53	1.27	0.44	0.46
LOC105137812	15.870000000000001	14.42	6.9799999999999995	9.42
LOC105138030	1.61	1.41	1.33	1.94
LOC105138140	3.77	3.65	1.29	3.02
LOC105138936	8.14	9.39	2.85	4.62
LOC105139016	18.15	22.43	9.58	13.11
LOC105139208	2.64	3.12	2.79	4.71
LOC105139222	5.69	6.06	3.41	6.24
LOC105139562	6.22	7.46	9.01	10.43
LOC105139596	11.15	9.86	6.76	10.6
LOC105139756	3.41	3.0	2.55	3.87
LOC105139769	5.26	6.14	5.28	6.61
LOC105139773	9.46	9.36	6.97	10.86
LOC105139875	4.67	4.89	0.93	1.89
LOC105139889	8.34	7.89	6.07	8.45
LOC105140299	12.71	13.82	16.04	24.97
LOC105140418	3.83	6.0	4.51	7.56
LOC105140588	42.7	46.33	38.12	56.13
LOC105140742	41.79	41.09	19.02	34.72
LOC105140816	0.73	0.52	0.16	0.64
LOC105140917	109.48	121.27	116.1	116.21
LOC105140939	11.05	11.62	8.53	14.65
LOC105141132	5.3	4.84	2.96	5.82
LOC105141204	2.52	3.08	2.08	3.63
LOC105141510	4.87	5.86	6.47	10.6
LOC105141545	4.94	5.11	3.42	5.99
LOC105141887	22.79	22.61	16.4	23.72
LOC105141988	18.0	18.22	14.68	21.5
LOC105141993	4.58	3.8	1.87	3.7
LOC105142028	231.97	249.37	227.38	309.6
LOC105142224	5.84	6.32	4.55	7.92
LOC105142380	0.32	0.42	0.38	0.49
LOC105142411	13.4	13.43	10.35	15.21
LOC105142422	10.28	10.38	4.88	9.26
LOC105142434	20.4	21.12	13.1	22.9
LOC105142669	0.53	0.37	0.24	0.49
LOC105142748	1.14	0.38	0.36	0.08
LOC105142828	20.86	26.27	10.42	20.0
LOC105153849	0.0	0.0	0.32	0.36
LOC105155238	25.93	27.17	20.35	34.71
LOC105155367	1.275	1.6099999999999999	1.085	1.72
LOC105155504	5.86	5.55	4.32	7.73
LOC105155605	15.39	16.51	9.12	13.39
LOC105155657	14.39	13.64	8.0	14.51
LOC105155751	35.505	41.99	44.9	57.239999999999995
LOC105155769	27.78	30.77	20.03	28.27
LOC105155890	1.18	0.77	1.6	2.48
LOC105156013	60.3	63.34	52.45	66.93
LOC105156026	25.29	24.48	18.79	25.89
LOC105156030	5.78	6.52	10.29	16.18
LOC105156060	7.36	7.59	5.21	7.49
LOC105156076	20.12	22.2	20.36	22.17
LOC105156141	13.43	13.74	10.12	14.25
LOC105156353	1.89	2.21	1.39	2.81
LOC105156362	1.1	0.54	0.71	0.81
LOC105156540	2.54	2.495	1.095	2.01
LOC105156621	0.18	0.23	0.22	0.54
LOC105156631	0.23	0.23	0.25	0.47
LOC105156691	0.96	0.0	0.27	0.0
LOC105156826	1.28	0.92	0.99	0.81
LOC105156899	6.61	6.86	3.85	6.43
LOC105156950	3.04	2.39	1.83	3.15
LOC105156967	4.55	5.52	6.23	9.61
LOC105157058	16.47	15.07	10.38	19.64
LOC105157114	0.45	0.0	0.19	0.21
LOC105157171	50.6	55.24	28.75	52.2
LOC105157180	9.36	2.29	7.84	4.75
LOC105157187	3.12	3.32	2.74	3.88
LOC105157278	61.73	61.2	38.01	66.57
LOC105157664	57.6	62.93	34.73	47.65
LOC105157757	26.1	30.64	29.26	39.76
LOC105157795	23.93	27.52	18.13	24.05
LOC105157867	4.74	4.8	3.84	6.57
LOC105157870	2.25	2.99	2.14	3.12
LOC105157878	0.0	0.16	1.22	0.69
LOC105157953	0.41	0.51	0.08	0.32
LOC105158142	1.08	1.47	1.71	2.6
LOC105158148	1.28	3.45	4.28	5.38
LOC105158179	21.05	22.19	20.37	25.5
LOC105158221	0.57	0.69	0.51	0.66
LOC105158267	0.78	0.93	0.15	0.84
LOC105158271	4.58	5.46	6.08	5.73
LOC105158280	50.32	51.22	54.64	95.5
LOC105158285	83.63	86.77	77.56	110.81
LOC105158458	299.04	301.49	92.48	161.45
LOC105158627	0.645	0.765	1.5150000000000001	0.775
LOC105158764	0.0	0.0	0.0	0.0
LOC105158790	3.31	3.96	2.39	4.92
LOC105158822	19.56	23.0	17.99	25.77
LOC105158839	0.0	0.0	0.0	0.0
LOC105158939	29.63	32.19	23.13	35.39
LOC105159043	4.65	4.65	2.46	3.9
LOC105159137	4.25	4.09	1.04	3.23
LOC105159144	1.7	1.84	0.97	2.26
LOC105159146	0.0	0.18	0.34	0.96
LOC105159155	17.38	15.94	13.87	17.88
LOC105159182	1.5	1.36	1.46	2.39
LOC105159365	0.0	0.0	0.0	0.0
LOC105159383	99.89	115.33	119.3	131.15
LOC105159387	15.32	17.85	12.65	16.69
LOC105159443	1.43	1.19	0.71	1.5
LOC105159481	16.58	16.05	7.58	16.15
LOC105159550	7.05	6.39	3.55	6.89
LOC105159562	3.09	6.76	2.34	4.75
LOC105159603	0.63	0.51	0.62	0.81
LOC105159637	19.36	24.76	16.52	23.4
LOC105159751	1.79	1.45	1.15	1.65
LOC105159829	0.81	1.15	1.5	1.96
LOC105159880	22.21	25.58	16.74	28.17
LOC105159935	0.24	0.26	0.05	0.06
LOC105159950	16.86	18.93	10.67	22.01
LOC105159993	15.83	14.44	6.69	10.86
LOC105160732	8.48	8.61	4.6	8.4
LOC105160898	0.52	0.37	1.05	0.69
LOC105160929	5.05	4.99	3.33	5.06
LOC105160937	6.91	7.45	5.67	9.53
LOC105161049	0.29	0.21	0.35	0.61
LOC105161250	0.71	0.0	0.0	0.0
LOC105161279	6.77	6.65	5.26	7.9
LOC105161291	50.01	52.64	8.43	13.94
LOC105161307	0.33	0.66	0.53	0.76
LOC105161344	1.93	2.1	2.53	2.41
LOC105161360	6.28	5.57	3.5	6.89
LOC105161412	23.84	25.07	13.7	17.5
LOC105161455	6.47	8.1	8.27	16.51
LOC105161491	0.49	0.42	0.17	0.66
LOC105161510	0.67	0.21	0.23	1.01
LOC105161555	18.89	17.82	12.87	19.44
LOC105161641	20.93	23.7	20.31	28.27
LOC105161743	191.75	195.17	164.86	203.07
LOC105161764	17.8	19.24	15.39	27.27
LOC105161772	12.79	12.0	10.98	15.12
LOC105161810	5.4	3.03	3.39	5.04
LOC105161940	28.02	30.78	31.54	40.85
LOC105161949	21.11	25.35	20.16	24.95
LOC105161951	99.3	107.03	133.88	182.86
LOC105162453	30.0	27.85	26.32	38.52
LOC105162465	0.2	0.35	0.33	0.75
LOC105162490	0.88	2.34	3.07	3.34
LOC105162529	44.76	50.99	33.27	43.94
LOC105162689	0.09	0.22	0.36	0.32
LOC105162701	3.0100000000000002	2.94	2.925	3.235
LOC105162704	5.69	5.88	2.92	5.33
LOC105162719	0.24	0.41	0.16	0.09
LOC105162904	0.69	1.11	1.27	2.24
LOC105163123	18.09	19.69	16.185000000000002	18.585
LOC105163312	1.83	1.39	1.11	1.24
LOC105163348	0.0	0.0	0.71	0.0
LOC105163377	0.28	0.34	0.13	0.63
LOC105163424	4.17	4.95	5.56	5.32
LOC105163463	2.7	4.08	2.1	4.53
LOC105163633	9.92	12.54	6.51	13.14
LOC105163660	5.12	5.16	2.14	4.6
LOC105163666	1.98	2.34	1.51	2.64
LOC105163723	14.94	16.16	10.3	16.3
LOC105163730	0.43	0.77	0.0	0.4
LOC105163778	1.95	2.29	1.58	3.07
LOC105163801	13.25	14.42	9.11	17.29
LOC105163956	19.52	21.14	10.59	16.51
LOC105164172	8.22	7.71	7.97	9.57
LOC105164358	41.26	44.34	35.5	58.15
LOC105164386	1.84	1.82	0.16	0.23
LOC105164688	28.91	32.79	32.78	42.54
LOC105164693	30.64	34.79	18.38	27.59
LOC105164719	70.67	81.97	72.24	103.76
LOC105164767	20.24	21.31	18.2	23.54
LOC105164808	1.01	1.19	0.45	0.96
LOC105164818	3.82	3.47	2.54	3.44
LOC105164935	16.03	16.69	11.01	17.43
LOC105164981	2.77	3.05	3.2	4.33
LOC105164995	1.21	1.69	0.4	1.04
LOC105165114	33.12	34.27	27.03	36.76
LOC105165142	23.33	23.07	9.75	18.89
LOC105165155	20.3	22.18	25.99	31.76
LOC105165378	6.87	7.48	5.49	6.84
LOC105165432	1.54	2.07	0.33	1.1
LOC105165484	9.77	8.88	5.89	9.13
LOC105165522	7.66	8.825	3.465	6.109999999999999
LOC105165594	2.12	2.11	1.24	2.46
LOC105165617	12.54	13.05	8.37	14.61
LOC105165634	83.16	87.44	46.26	70.09
LOC105165661	18.97	20.36	18.17	21.68
LOC105165676	8.18	8.0	4.45	6.19
LOC105165734	58.49	62.61	34.95	48.05
LOC105165736	0.0	0.48	0.0	0.0
LOC105165751	3.44	3.14	3.68	5.0
LOC105165827	0.74	0.93	0.09	0.5
LOC105165840	0.35	0.53	0.36	0.74
LOC105165854	8.93	8.96	4.74	8.62
LOC105165864	1.91	1.14	0.82	1.12
LOC105165953	0.48	0.31	0.26	0.21
LOC105165977	35.22	42.09	24.29	41.32
LOC105166048	0.22	0.5	0.1	0.23
LOC105166105	1.05	1.61	1.36	1.9
LOC105166122	40.71	39.42	31.93	39.69
LOC105166153	1.03	1.14	0.14	0.39
LOC105166176	191.64	221.78	227.57	270.36
LOC105166193	0.54	0.7	0.45	0.56
LOC105166271	1.11	1.14	1.85	1.48
LOC105166293	2.36	6.34	3.93	3.85
LOC105166332	2.36	2.35	1.07	2.84
LOC105166382	5.04	5.53	4.74	6.64
LOC105166548	0.24	0.14	0.2	0.38
LOC105166568	0.35	0.57	0.19	0.79
LOC105166597	10.67	8.24	5.75	7.73
LOC105166629	0.82	0.71	0.23	0.15
LOC105166655	7.08	7.29	1.68	5.31
LOC105166661	32.79	33.54	32.85	36.58
LOC105166679	3.45	3.65	2.96	4.07
LOC105166700	1.07	1.49	0.73	1.52
LOC105166702	11.27	12.03	7.61	10.44
LOC105166714	118.57	133.59	80.38	130.01
LOC105166787	45.43	48.01	29.05	51.16
LOC105166809	0.14	0.37	0.0	0.13
LOC105166839	0.38	0.43	0.36	0.46
LOC105166846	7.62	10.64	8.0	10.88
LOC105166873	2.18	1.92	1.66	2.55
LOC105167002	27.62	30.13	30.83	38.34
LOC105167070	13.07	12.1	6.67	10.55
LOC105167074	1.97	1.35	1.74	2.19
LOC105167132	5.75	5.46	2.98	5.62
LOC105167140	1.22	0.71	1.22	0.92
LOC105167253	3.35	4.95	3.55	4.6
LOC105167328	2.75	2.95	4.66	7.17
LOC105167366	5.39	6.01	3.27	6.8
LOC105167396	1.09	0.49	0.0	2.54
LOC105167443	3.16	3.17	1.57	2.79
LOC105167654	1.78	2.155	1.65	2.085
LOC105167752	13.18	11.34	12.35	21.19
LOC105167830	0.14	0.38	0.0	0.14
LOC105167893	0.04	0.26	1.02	0.44
LOC105167913	5.36	6.34	3.26	6.09
LOC105167943	2.01	2.78	1.36	1.79
LOC105167975	17.02	17.86	12.73	14.39
LOC105167980	62.28	68.62	57.2	66.07
LOC105167999	0.18	0.0	0.15	0.0
LOC105168034	3.28	3.27	2.22	4.07
LOC105168039	3.15	3.21	1.08	2.02
LOC105168075	4.4	4.75	2.81	5.02
LOC105168093	6.8	8.25	8.57	10.43
LOC105168118	11.88	13.3	8.64	12.33
LOC105168220	0.48	0.53	1.02	0.96
LOC105168255	0.41	0.21	0.32	0.46
LOC105168323	6.09	7.08	2.21	4.33
LOC105168385	2.58	2.91	0.88	2.11
LOC105168393	3.39	3.6	2.14	5.11
LOC105168445	0.21	0.15	0.03	0.1
LOC105168465	11.58	11.82	11.16	15.15
LOC105168542	1.42	1.78	0.33	0.91
LOC105168604	32.04	36.88	34.65	48.61
LOC105168614	4.11	4.23	1.58	4.13
LOC105168713	14.25	15.52	16.64	22.45
LOC105168752	40.12	40.49	21.76	30.37
LOC105168755	0.7	0.51	0.06	0.17
LOC105168780	1.69	2.02	1.78	2.07
LOC105168886	1.56	1.68	1.35	1.51
LOC105168921	58.95	63.97	45.94	51.7
LOC105168958	1.96	2.46	2.07	3.19
LOC105168964	2.92	3.43	1.62	3.35
LOC105169018	19.965000000000003	18.595	1.715	2.76
LOC105169269	7.13	7.05	3.64	7.06
LOC105169272	3.13	2.75	1.94	3.39
LOC105169306	4.23	4.11	4.77	6.19
LOC105169367	3.84	3.51	1.96	3.13
LOC105169465	1.46	1.46	0.84	1.68
LOC105169472	0.0	0.27	0.25	0.14
LOC105169498	15.77	18.32	17.04	20.02
LOC105169567	220.96	262.27	187.12	331.15
LOC105169570	11.13	15.7	9.29	11.0
LOC105169627	4.76	5.49	3.65	7.17
LOC105169711	1.08	1.92	1.48	2.99
LOC105169726	36.27	39.42	26.55	44.79
LOC105169746	19.73	21.73	7.74	12.55
LOC105169779	3.57	3.2	4.85	5.99
LOC105169832	0.99	0.74	0.3	0.65
LOC105169909	3.91	4.21	2.39	4.13
LOC105170057	14.16	12.98	11.65	12.9
LOC105170362	9.61	10.45	1.55	6.26
LOC105170384	0.41	1.44	0.0	0.87
LOC105170401	419.97	460.14	294.33	550.11
LOC105170417	3.38	4.03	3.0	4.25
LOC105170458	0.16	0.28	0.2	0.3
LOC105170470	5.04	4.76	3.41	7.14
LOC105170475	2.8	2.38	2.51	4.72
LOC105170523	58.31	41.24	42.26	62.18
LOC105170551	1.47	1.83	0.42	0.91
LOC105170569	0.78	0.89	0.78	1.37
LOC105170608	12.55	14.86	12.87	18.2
LOC105170650	2.83	3.49	2.52	3.68
LOC105170672	0.34	0.96	0.64	0.64
LOC105170680	3.2	4.1	0.75	2.36
LOC105170683	0.5	0.45	0.28	0.72
LOC105170692	86.23	92.17	106.11	114.43
LOC105170761	206.96	214.37	192.21	228.31
LOC105170790	4.35	4.05	0.85	1.23
LOC105170802	6.32	7.33	4.93	6.56
LOC105170824	0.0	0.0	0.0	0.0
LOC105170905	6.09	6.48	3.96	5.46
LOC105170923	959.82	932.82	296.74	451.53
LOC105170968	6.91	7.28	3.51	5.91
LOC105171001	4.02	3.61	0.89	2.91
LOC105171013	0.13	0.46	0.19	0.24
LOC105171041	6.85	8.905	11.055	12.755
LOC105171053	0.0	0.0	0.0	0.0
LOC105171140	0.58	0.68	1.7	1.97
LOC105171231	6.76	7.46	4.24	7.32
LOC105171294	0.16	0.14	0.14	0.39
LOC105171312	5.52	5.79	3.61	4.06
LOC105171344	0.31	0.21	0.31	0.66
LOC105171417	9.27	11.99	7.98	10.58
LOC105171707	24.97	27.4	20.05	26.18
LOC105171713	1.14	0.56	0.23	0.51
LOC105171770	2.64	2.85	1.3	2.95
LOC105171901	1.0	1.37	2.27	3.38
LOC105171947	118.85	130.31	93.85	132.39
LOC105172372	1.31	1.76	1.78	2.13
LOC105172390	59.43	59.6	42.88	65.2
LOC105172420	18.91	19.98	13.85	16.34
LOC105172463	18.06	20.85	14.65	22.85
LOC105172471	8.9	10.73	11.19	21.39
LOC105172500	17.81	17.03	6.26	13.46
LOC105172516	67.92	75.63	94.33	110.55
LOC105172556	15.97	17.33	10.53	18.84
LOC105172564	2.46	2.35	0.58	1.2
LOC105172574	15.84	14.97	9.02	13.38
LOC105172628	8.3	8.13	2.65	5.05
LOC105172634	34.74	38.58	19.7	28.86
LOC105172666	8.99	9.13	2.03	7.7
LOC105172669	2.54	2.09	0.91	1.71
LOC105172792	2.52	2.85	1.77	3.64
LOC105172842	3.0	2.68	1.95	3.62
LOC105172902	2.87	3.0	1.51	2.41
LOC105172904	43.75	43.33	24.75	44.39
LOC105172952	0.23	0.4	0.09	0.47
LOC105172957	2.86	2.86	2.03	3.74
LOC105173080	24.81	32.02	16.14	23.68
LOC105173092	20.37	20.46	21.9	29.05
LOC105173159	2.36	1.85	2.75	3.42
LOC105173227	20.89	21.54	22.01	24.92
LOC105173366	5.55	7.01	5.75	9.51
LOC105173403	12.72	11.64	7.25	13.37
LOC105173456	110.77	123.15	100.25	136.98
LOC105173727	24.52	27.52	16.25	27.03
LOC105173801	0.42	0.12	0.06	0.4
LOC105173854	5.72	5.7	3.54	6.44
LOC105173898	24.46	25.37	24.16	37.03
LOC105173940	13.15	12.94	8.37	10.9
LOC105174090	1.13	0.8	1.15	1.84
LOC105174393	0.48	0.66	0.14	0.75
LOC105174572	0.0	0.0	0.54	0.62
LOC105174671	0.47	0.94	0.34	0.32
LOC105174828	6.63	6.99	4.16	6.72
LOC105174842	0.27	0.39	0.32	0.92
LOC105174916	37.65	42.94	26.91	41.83
LOC105174954	11.9	13.86	6.25	9.0
LOC105174955	11.55	12.34	5.79	11.01
LOC105175129	0.26	0.78	0.0	0.18
LOC105175224	29.85	30.06	18.11	28.4
LOC105175295	1.75	1.82	1.95	3.02
LOC105175364	12.32	14.41	9.84	10.94
LOC105175388	3370.39	3640.63	2006.51	2693.89
LOC105175473	2.33	2.02	1.99	1.42
LOC105175574	233.59	236.11	100.28	162.66
LOC105175623	24.66	25.08	16.87	25.0
LOC105175675	7.71	8.87	2.94	8.46
LOC105175705	35.95	42.09	33.81	40.75
LOC105175729	0.15	0.27	0.13	0.51
LOC105175748	9.71	12.46	7.47	11.91
LOC105175835	28.25	29.36	32.75	38.48
LOC105175836	0.14	0.12	0.06	0.07
LOC105175902	0.57	0.79	0.5	0.89
LOC105175954	3.14	3.59	1.53	2.18
LOC105175980	0.32	0.2	0.28	0.66
LOC105175981	0.07	0.26	0.25	0.4
LOC105176156	4.11	3.34	1.65	2.77
LOC105176235	3.7	5.24	4.83	5.0
LOC105176245	22.75	22.23	21.84	33.77
LOC105176327	1.12	1.23	2.43	3.67
LOC105176540	5.76	6.45	4.76	7.44
LOC105176805	0.51	0.29	0.47	0.74
LOC105176953	15.59	17.62	9.17	17.8
LOC105176974	16.66	18.27	19.22	23.94
LOC105176980	7.88	9.54	6.91	12.22
LOC105177104	1.69	1.61	0.94	1.49
LOC105177129	3.16	2.6	2.23	3.72
LOC105177184	30.27	32.77	13.31	19.15
LOC105177273	0.0	0.0	0.0	0.94
LOC105177280	10.6	11.04	6.71	14.2
LOC105177324	2.11	2.75	2.98	4.18
LOC105177370	7.69	7.39	3.32	5.94
LOC105177376	0.21	0.09	0.18	0.79
LOC105177412	41.08	45.6	18.03	20.78
LOC105177418	1.72	1.58	1.98	2.9
LOC105177698	4.6	4.64	2.11	4.33
LOC105177811	0.79	0.0	0.0	0.0
LOC105177842	14.71	12.29	3.72	9.17
LOC105177875	37.67	40.64	27.29	40.97
LOC105177975	1.97	2.56	1.86	2.52
LOC105178012	0.85	0.66	0.25	0.55
LOC105178061	44.34	47.49	29.7	48.84
LOC105178153	3.21	3.03	1.54	3.04
LOC105178171	0.23	0.24	0.35	0.38
LOC105178198	25.69	26.75	14.75	23.34
LOC105178262	3.03	2.42	3.85	3.93
LOC105178444	35.94	42.15	46.1	46.37
LOC105178473	6.0	7.11	6.33	8.51
LOC105178541	63.29	62.79	25.73	40.32
LOC105178585	0.0	0.0	0.0	0.0
LOC105178629	7.59	7.24	4.2	6.98
LOC105178651	2.79	3.17	2.17	4.12
LOC105178668	8.89	10.73	6.88	9.68
LOC105178683	24.31	25.63	18.62	22.75
LOC105178831	18.42	18.08	8.51	13.96
LOC105178946	1.71	1.41	3.04	3.22
LOC105179239	1.37	1.46	1.23	2.32
LOC105179266	0.31	0.18	0.57	0.47
LOC105179361	22.79	21.75	10.35	19.58
LOC105179514	0.38	0.36	0.17	0.38
LOC105179515	7.87	8.93	5.8	10.81
LOC105179602	246.22	254.82	137.08	206.69
LOC105179650	5.56	5.49	2.27	4.68
