Gene	WT_mean	Toluene_mean	log2FC_Toluene_vs_WT
LOC109036408	0.0	58.315	25.797363715467213
Rpl41	0.0	14.97	23.835570981980275
LOC109029748	0.0	14.32	23.77152825756056
LOC109031658	0.0	11.565	23.463262054932287
LOC100119072	0.0	9.655000000000001	23.202844977924748
LOC106788646	0.0	8.379999999999999	22.998518985408104
LOC101209393	0.0	7.575	22.852814648364543
RpS27a	0.0	7.51	22.84038166916691
LOC105696880	0.0	6.835	22.704510118230115
LOC109044295	0.0	6.595000000000001	22.65294144755686
LOC106642073	0.0	6.5649999999999995	22.646363800197847
LOC100114558	0.0	6.205	22.56500001218503
LOC106654456	0.0	6.1	22.540378048507062
LOC109040477	0.0	6.045	22.527311147457784
LOC109044798	0.0	5.6875	22.439363463183515
LOC109037232	0.0	5.595	22.415706958380163
LOC100680414	0.0	5.29	22.33483656438463
LOC100883040	0.0	5.12	22.2877126613258
LOC110999688	0.0	4.8	22.194603275719402
LOC105678840	0.0	4.7299999999999995	22.173409057898336
LOC100117021	0.0	4.335	22.04760089557287
LOC107216567	0.0	4.325	22.044269035644607
LOC109031175	0.0	4.215	22.007101542767895
LOC103505979	0.0	4.13	21.977710700289684
LOC100123147	0.0	4.125	21.975963038426837
LOC105253567	0.0	3.925	21.904261590894006
LOC108767270	0.0	3.88	21.887625593565147
LOC105274915	0.0	3.875	21.8857652520194
LOC109043937	0.0	3.755	21.84038186127007
LOC109039183	0.0	3.5425000000000004	21.756336829720773
LOC109043647	0.0	3.5300000000000002	21.751237161516052
LOC105564632	0.0	3.475	21.7285819623243
LOC106653773	0.0	3.44	21.71397755363958
LOC109030216	0.0	3.375	21.686456498952776
LOC105690248	0.0	3.365	21.682175502895227
LOC100883213	0.0	3.355	21.677881765762994
LOC109034024	0.0	3.3049999999999997	21.656219277576
LOC106751109	0.0	3.3	21.654035030975514
LOC109033787	0.0	3.29	21.649656591793754
LOC107045725	0.0	3.2199999999999998	21.618629705705935
LOC105368686	0.0	3.13	21.577731687406928
LOC106637672	0.0	3.075	21.552155448945093
LOC109044620	0.0	2.8449999999999998	21.439997728954374
LOC109039934	0.0	2.785	21.409246414912744
LOC100372305	0.0	2.71	21.369861953263015
LOC109043694	0.0	2.6799999999999997	21.353802108326168
LOC109036091	0.0	2.525	21.267852528552865
LOC106653497	0.0	2.51	21.25925650827901
LOC106650699	0.0	2.43	21.212525476856772
LOC107272759	0.0	2.39	21.188579791168163
LOC109596368	0.0	2.365	21.173409362907762
LOC100883559	0.0	2.36	21.170356040222618
LOC109038492	0.0	2.31	21.13946204550868
LOC109038724	0.0	2.295	21.13006335158841
LOC105361663	0.0	2.295	21.13006335158841
LOC109033974	0.0	2.285	21.123763365983766
HSC70	0.0	2.2825	21.12218406160146
LOC107041329	0.0	2.2800000000000002	21.120603026475035
LOC109040757	0.0	2.2649999999999997	21.111080256546998
LOC109041111	0.0	2.245	21.098284656916306
LOC100120768	0.0	2.235	21.09184404623376
LOC109031883	0.0	2.21	21.07561559174392
LOC109032303	0.0	2.205	21.072347879390286
LOC107036517	0.0	2.19	21.062500097915333
LOC109039615	0.0	2.19	21.062500097915333
LOC109042571	0.0	2.1675	21.04760122837438
ef-1	0.0	2.1550000000000002	21.039257108102447
eIF-2beta	0.0	2.15	21.035905900159705
apd-3	0.0	2.12	21.015633514629016
MYB93	0.0	2.07	20.981200034002732
PODANSg3428	0.0	2.065	20.97771104961039
LOC109034781	0.0	2.065	20.97771104961039
LOC109039709	0.0	2.025	20.949491189763258
LOC105639550	0.0	2.005	20.93517152555284
LOC105685497	0.0	1.975	20.913421953092232
LOC109041272	0.0	1.97	20.90976493133815
LOC109030286	0.0	1.96	20.902422959733368
Atp5g2	0.0	1.8875	20.848045978103432
EEF1A1	0.0	1.88	20.842301998617863
LOC109043069	0.0	1.86	20.826871966299766
LOC109039515	0.0	1.86	20.826871966299766
LOC109044150	0.0	1.8550000000000002	20.822988533903217
LOC109031514	0.0	1.855	20.822988533903217
LOC103580427	0.0	1.835	20.80734941860228
LOC109042090	0.0	1.8	20.779566277376148
LOC106689151	0.0	1.795	20.775553217102104
LOC5578196	0.0	1.79	20.771528962788363
LOC109040512	0.0	1.78	20.763446621018453
LOC102713448	0.0	1.78	20.763446621018453
LOC109033197	0.0	1.7775	20.761418940811417
LOC109041853	0.0	1.7625000000000002	20.74919264538575
LOC109039674	0.0	1.76	20.747144817899606
LOC109036175	0.0	1.76	20.747144817899606
LOC108489515	0.0	1.76	20.747144817899606
LOC109037692	0.0	1.7349999999999999	20.726505063651988
LOC106637734	0.0	1.725	20.71816576755969
LOC109031806	0.0	1.72	20.71397797302749
LOC109035587	0.0	1.715	20.709777986943614
LOC109035675	0.0	1.705	20.701341154728823
LOC107046781	0.0	1.6975	20.694980993687917
LOC109041270	0.0	1.695	20.69285469383306
LOC109029907	0.0	1.665	20.66709161310396
LOC109031276	0.0	1.6625	20.66492377772423
LOC109036511	0.0	1.6549999999999998	20.65840065807546
LOC100118050	0.0	1.6475	20.651847910244665
LOC109030136	0.0	1.6400000000000001	20.64526526385936
LOC109035409	0.0	1.625	20.632009175277325
LOC109033053	0.0	1.625	20.632009175277325
LOC109043262	0.0	1.62	20.627563272986293
LOC111061924	0.0	1.615	20.62310362755272
LOC106635732	0.0	1.605	20.614142765546887
LOC109031205	0.0	1.585	20.59605231990626
LOC109042989	0.0	1.585	20.59605231990626
LOC105685988	0.0	1.55	20.56383771559438
LOC109041134	0.0	1.545	20.55917634123672
LOC109033117	0.0	1.5375	20.552155918113986
LOC109034497	0.0	1.52	20.535640842134196
LOC109040633	0.0	1.52	20.535640842134196
LOC109031382	0.0	1.495	20.511715018760636
LOC109040794	0.0	1.4949999999999999	20.511715018760636
LOC111275630	0.0	1.485	20.5020324718617
Yp3	0.0	1.48	20.497166719972018
SORL1	0.0	1.475	20.492284501896656
LOC105364514	0.0	1.475	20.492284501896656
LOC109038861	0.0	1.475	20.492284501896656
PSBX	0.0	1.47	20.487385705810677
LOC109033195	0.0	1.465	20.482470218746133
LOC108618467	0.0	1.46	20.477537926576417
LOC109036064	0.0	1.455	20.472588714000377
LOC110667698	0.0	1.455	20.472588714000377
LOC109030527	0.0	1.4449999999999998	20.462639060454656
PDLIM3	0.0	1.44	20.45763838286297
LOC102625985	0.0	1.44	20.45763838286297
LOC107478819	0.0	1.435	20.452620311587186
Ago1	0.0	1.4300000000000002	20.447584725205136
LOC100118477	0.0	1.425	20.44253150101877
LOC109043076	0.0	1.415	20.432371641953438
LOC109033185	0.0	1.41	20.42726475513585
LOC109043552	0.0	1.405	20.42213972659922
LOC109037392	0.0	1.405	20.42213972659922
LOC100679147	0.0	1.4	20.416996426990504
LOC102606760	0.0	1.38	20.396237881758427
LOC109036000	0.0	1.38	20.396237881758427
LOC100795045	0.0	1.38	20.396237881758427
LOC110853710	0.0	1.37	20.385745515571667
LOC109040351	0.0	1.37	20.385745515571667
LOC109032264	0.0	1.355	20.369862485622516
LOC109037300	0.0	1.35	20.364529045262877
LOC109032185	0.0	1.35	20.364529045262877
LOC109029565	0.0	1.35	20.364529045262877
LOC109035067	0.0	1.345	20.35917581474139
LOC109030509	0.0	1.336666666666667	20.350209384605783
LOC109034264	0.0	1.335	20.34840939190704
LOC109032284	0.0	1.33	20.342995899783343
LOC109032186	0.0	1.33	20.342995899783343
LOC109040254	0.0	1.33	20.342995899783343
LOC109040850	0.0	1.325	20.337562017826045
LOC100118462	0.0	1.3250000000000002	20.337562017826045
LOC109031073	0.0	1.3199999999999998	20.33210759185828
LOC109038190	0.0	1.32	20.33210759185828
LOC109040056	0.0	1.3199999999999998	20.33210759185828
LOC109031855	0.0	1.32	20.33210759185828
LOC109030694	0.0	1.31	20.321136482380403
LOC110249824	0.0	1.31	20.321136482380403
LOC110757376	0.0	1.3050000000000002	20.315619481632353
LOC109038358	0.0	1.305	20.31561948163235
LOC109034926	0.0	1.295	20.304521781285796
LOC109037798	0.0	1.29	20.298940753340517
LOC108572895	0.0	1.29	20.298940753340517
LOC107192033	0.0	1.29	20.298940753340517
LOC109044336	0.0	1.285	20.29333805146277
LOC109034976	0.0	1.2850000000000001	20.29333805146277
LOC109041121	0.0	1.2675	20.27355545477328
LOC109030231	0.0	1.2616666666666667	20.26690051229709
LOC109041973	0.0	1.26	20.264993448044976
LOC109036604	0.0	1.26	20.264993448044976
LOC109037900	0.0	1.26	20.264993448044976
LOC109029740	0.0	1.26	20.264993448044976
LOC109042701	0.0	1.26	20.264993448044976
LOC107329301	0.0	1.255	20.259257083057566
LOC109036580	0.0	1.25	20.25349781836711
LOC109030871	0.0	1.25	20.25349781836711
LOC109043892	0.0	1.25	20.25349781836711
LOC109035387	0.0	1.25	20.25349781836711
pro-S-	0.0	1.245	20.247715470408263
LOC109036600	0.0	1.245	20.247715470408263
LOC109038899	0.0	1.24	20.241909853399598
LOC109033662	0.0	1.2375	20.238998260330124
LOC106687965	0.0	1.235	20.236080779307777
LOC109040258	0.0	1.235	20.236080779307777
LOC105427091	0.0	1.235	20.236080779307777
LOC109031233	0.0	1.2349999999999999	20.236080779307777
LOC109043062	0.0	1.2333333333333334	20.234132509096867
LOC109038697	0.0	1.23	20.23022805781101
LOC109031719	0.0	1.2275	20.227292769175307
LOC109042016	0.0	1.2233333333333334	20.22238731098577
LOC109044296	0.0	1.2233333333333332	20.22238731098577
LOC109030148	0.0	1.215	20.212526070558066
Usb1	0.0	1.215	20.212526070558066
LOC109033203	0.0	1.2125000000000001	20.20955450647503
LOC109042182	0.0	1.21	20.2065768091335
LOC109033741	0.0	1.21	20.2065768091335
LOC109032985	0.0	1.21	20.2065768091335
LOC109038771	0.0	1.2066666666666668	20.20259696151463
LOC109031552	0.0	1.205	20.20060291303621
Anp32b	0.0	1.195	20.18858039480588
LOC109030496	0.0	1.1949999999999998	20.18858039480588
LOC109030411	0.0	1.1949999999999998	20.18858039480588
pacC	0.0	1.1949999999999998	20.18858039480588
LOC109036771	0.0	1.1875	20.179497297668334
LOC109037047	0.0	1.1875	20.179497297668334
Cbr-pab-1	0.0	1.18	20.170356651533687
LOC109030217	0.0	1.175	20.164230553939493
Fow1	0.0	1.175	20.164230553939493
LOC107915870	0.0	1.175	20.164230553939493
LOC109031990	0.0	1.175	20.164230553939493
LOC109041945	0.0	1.17	20.15807833220501
LOC109029710	0.0	1.1675	20.15499235497168
LOC109033393	0.0	1.1675000000000002	20.15499235497168
LOC110617212	0.0	1.165	20.15189976256804
LOC100118754	0.0	1.165	20.15189976256804
LOC109035927	0.0	1.16	20.145694618379107
LOC109030543	0.0	1.155	20.139462670051582
Pc16g02020	0.0	1.145	20.126917427641512
LOC105207378	0.0	1.145	20.126917427641512
LOC109037634	0.0	1.1425	20.123763997359738
LOC109030933	0.0	1.1425	20.123763997359738
LOC102608008	0.0	1.14	20.120603659235602
LOC109039055	0.0	1.135	20.114262137936755
LOC109030073	0.0	1.128	20.105336916045278
Ecp20-3	0.0	1.125	20.10149485316151
LOC109038449	0.0	1.125	20.10149485316151
LOC109031636	0.0	1.125	20.10149485316151
LOC109032604	0.0	1.12	20.09506858972705
LOC109043579	0.0	1.12	20.09506858972705
LOC105361251	0.0	1.115	20.08861357336607
LOC109032806	0.0	1.115	20.08861357336607
LOC106751599	0.0	1.115	20.08861357336607
Chp1	0.0	1.105	20.075616244546662
LOC109044455	0.0	1.105	20.075616244546662
PTR2	0.0	1.1	20.06907340461446
LOC109043704	0.0	1.1	20.06907340461446
Slc39a9	0.0	1.1	20.06907340461446
LOC109033756	0.0	1.095	20.06250075667974
LOC105678714	0.0	1.095	20.06250075667974
LOC105361534	0.0	1.095	20.06250075667974
rpl39	0.0	1.095	20.06250075667974
LOC104701450	0.0	1.095	20.06250075667974
LOC109030832	0.0	1.0899999999999999	20.0558980278992
LOC106741525	0.0	1.0899999999999999	20.0558980278992
LOC109039705	0.0	1.09	20.0558980278992
LOC109043194	0.0	1.0899999999999999	20.0558980278992
LOC109039541	0.0	1.0899999999999999	20.0558980278992
LOC109040525	0.0	1.0899999999999999	20.0558980278992
LOC108569459	0.0	1.085	20.049264941666166
LOC108915599	0.0	1.085	20.049264941666166
LOC110429626	0.0	1.08	20.04260121754104
CYP6DW3	0.0	1.08	20.04260121754104
LOC111204277	0.0	1.08	20.04260121754104
LOC108208024	0.0	1.08	20.04260121754104
LOC109032132	0.0	1.08	20.04260121754104
LOC109034838	0.0	1.075	20.035906571180185
LOC103569792	0.0	1.075	20.035906571180185
LOC109039770	0.0	1.075	20.035906571180185
LOC109034640	0.0	1.07	20.029180714263088
LOC100113749	0.0	1.065	20.02242335441788
LOC109031898	0.0	1.065	20.02242335441788
LOC105263331	0.0	1.065	20.02242335441788
LOC109041545	0.0	1.06125	20.017334482531805
LOC109037797	0.0	1.06	20.015634195145065
LOC109039782	0.0	1.0583333333333333	20.013364023663595
LOC109042502	0.0	1.0550000000000002	20.00881293573944
LOC109035812	0.0	1.055	20.00881293573944
LOC109032332	0.0	1.05	20.001959271210193
LOC109035579	0.0	1.05	20.001959271210193
LOC109044319	0.0	1.045	19.99507289219909
LOC110769899	0.0	1.045	19.99507289219909
LOC109038239	0.0	1.0425	19.991617336873585
LOC109036324	0.0	1.04	19.988153484896646
LOC109033876	0.0	1.04	19.988153484896646
LOC109041982	0.0	1.04	19.988153484896646
LOC109036571	0.0	1.0375	19.984681296332504
LOC109037042	0.0	1.0350000000000001	19.981200730956353
LOC109043928	0.0	1.0350000000000001	19.981200730956353
LOC109039996	0.0	1.035	19.981200730956353
LOC109033879	0.0	1.0350000000000001	19.981200730956353
LOC105949443	0.0	1.035	19.981200730956353
LOC109040421	0.0	1.035	19.981200730956353
LOC109033543	0.0	1.03	19.974214307406786
LOC109038444	0.0	1.03	19.974214307406786
LOC109035648	0.0	1.0274999999999999	19.970708367313215
LOC109035585	0.0	1.025	19.967193886561567
LOC109038339	0.0	1.025	19.967193886561567
LOC109034821	0.0	1.025	19.967193886561567
LOC109036612	0.0	1.02	19.960139135927154
LOC109035467	0.0	1.02	19.960139135927154
LOC109035821	0.0	1.015	19.95304971810835
LOC109032984	0.0	1.015	19.95304971810835
LOC109032739	0.0	1.015	19.95304971810835
LOC100123262	0.0	1.0150000000000001	19.95304971810835
LOC408516	0.0	1.0150000000000001	19.95304971810835
LOC109043722	0.0	1.0150000000000001	19.95304971810835
LOC109035230	0.0	1.0133333333333332	19.950678815983387
VMA4B	0.0	1.01	19.945925290711468
LOC109031850	0.0	1.01	19.945925290711468
LOC109033922	0.0	1.01	19.945925290711468
btk-2	0.0	1.0050000000000001	19.93876550624512
LOC109033214	0.0	1.005	19.93876550624512
LOC108142173	0.0	1.005	19.93876550624512
LOC109031266	0.0	1.005	19.93876550624512
LOC109036602	0.0	1.0025	19.93517224510095
LOC109030085	0.0	1.0025	19.93517224510095
LOC109041473	0.0	1.0	19.931570012018494
LOC100118704	0.0	0.995	19.924338450037133
LOC109037035	0.0	0.995	19.924338450037133
LOC111676417	0.0	0.995	19.924338450037133
LOC109038682	0.0	0.995	19.924338450037133
LOC108456026	0.0	0.995	19.924338450037133
LOC100117060	0.0	0.99	19.91707045689604
LOC109035837	0.0	0.9850000000000001	19.909765663670097
LOC109044697	0.0	0.98	19.902423695801705
LOC109040360	0.0	0.98	19.902423695801705
LOC109032210	0.0	0.98	19.902423695801705
LOC109034307	0.0	0.98	19.902423695801705
PSMC2	0.0	0.98	19.902423695801705
LOC109036076	0.0	0.98	19.902423695801705
PODANSg9091	0.0	0.9750000000000001	19.89504417298552
LOC107069131	0.0	0.9750000000000001	19.89504417298552
LOC109040330	0.0	0.9750000000000001	19.89504417298552
LOC109044683	0.0	0.97	19.887626709050284
LOC108631914	0.0	0.9700000000000001	19.887626709050284
LOC109038261	0.0	0.97	19.887626709050284
ALDH12A1	0.0	0.965	19.880170911837524
LOC100116305	0.0	0.965	19.880170911837524
LOC109030300	0.0	0.965	19.880170911837524
LOC106637161	0.0	0.965	19.880170911837524
LOC109042014	0.0	0.9624999999999999	19.876428514034874
LOC109037363	0.0	0.96	19.872676383077156
LOC109029618	0.0	0.96	19.872676383077156
LOC109034672	0.0	0.96	19.872676383077156
LOC105251406	0.0	0.96	19.872676383077156
LOC109039152	0.0	0.96	19.872676383077156
LOC109036681	0.0	0.96	19.872676383077156
LOC101297097	0.0	0.96	19.872676383077156
LOC109038618	0.0	0.96	19.872676383077156
GEL1	0.0	0.96	19.872676383077156
LOC109038662	0.0	0.96	19.872676383077156
LOC109035950	0.0	0.96	19.872676383077156
LOC100117058	0.0	0.9550000000000001	19.865142718259843
LOC109034593	0.0	0.95	19.857569506505957
LOC108221704	0.0	0.95	19.857569506505957
LOC109036472	0.0	0.95	19.857569506505957
LOC106654784	0.0	0.95	19.857569506505957
LOC109040061	0.0	0.95	19.857569506505957
LOC100116329	0.0	0.9450000000000001	19.849956330431134
LOC100871048	0.0	0.945	19.849956330431134
LOC109037349	0.0	0.945	19.849956330431134
LOC109031430	0.0	0.9424999999999999	19.846134623528222
LOC109031220	0.0	0.9400000000000001	19.842302766008228
LOC109032497	0.0	0.9375	19.838460703806582
LOC109044608	0.0	0.935	19.83460838242561
LOC109042704	0.0	0.9333333333333333	19.83203444151712
LOC109038403	0.0	0.9333333333333333	19.83203444151712
LOC105359298	0.0	0.9299999999999999	19.82687274194164
LOC109034766	0.0	0.93	19.82687274194164
LOC109041972	0.0	0.93	19.82687274194164
LOC109037462	0.0	0.9283333333333333	19.82428495023755
LOC109030931	0.0	0.9275	19.822989311635766
LOC109044767	0.0	0.9275	19.822989311635766
Def	0.0	0.9275000000000001	19.822989311635766
LOC109041243	0.0	0.9249999999999999	19.819095399735232
LOC109031441	0.0	0.925	19.819095399735232
LOC106649266	0.0	0.9249999999999999	19.819095399735232
LOC109040285	0.0	0.92	19.811275903752392
LOC109038499	0.0	0.9199999999999999	19.811275903752392
LOC106656765	0.0	0.92	19.811275903752392
LOC105109193	0.0	0.915	19.803413794548522
LOC109031917	0.0	0.915	19.803413794548522
LOC109040964	0.0	0.9149999999999999	19.803413794548522
LOC111285160	0.0	0.915	19.803413794548522
LOC109044006	0.0	0.915	19.803413794548522
LOC109035649	0.0	0.915	19.803413794548522
LOC109034673	0.0	0.915	19.803413794548522
LOC100115956	0.0	0.91	19.79550860512644
LOC109044610	0.0	0.9099999999999999	19.79550860512644
LOC107220411	0.0	0.91	19.79550860512644
LOC109033375	0.0	0.91	19.79550860512644
LOC109030156	0.0	0.91	19.79550860512644
LOC109040858	0.0	0.9075	19.791539707290926
LOC109042339	0.0	0.9075	19.791539707290926
LOC100255624	0.0	0.905	19.787559860769942
LOC100793263	0.0	0.905	19.787559860769942
ABC2	0.0	0.905	19.787559860769942
LOC105687712	0.0	0.905	19.787559860769942
LOC109038847	0.0	0.9025000000000001	19.783569004989797
LOC109032510	0.0	0.9	19.779567078872724
LOC107411255	0.0	0.9	19.779567078872724
LOC109038619	0.0	0.9	19.779567078872724
Pc16g04560	0.0	0.9	19.779567078872724
LOC109030987	0.0	0.9	19.779567078872724
LOC109037794	0.0	0.8975	19.77555402083126
LOC100259318	0.0	0.895	19.771529768762573
LOC109039042	0.0	0.895	19.771529768762573
LOC100880981	0.0	0.895	19.771529768762573
LOC109037176	0.0	0.895	19.771529768762573
lsm6	0.0	0.895	19.771529768762573
LOC109030926	0.0	0.895	19.771529768762573
LOC109031462	0.0	0.895	19.771529768762573
LOC109035954	0.0	0.89	19.7634474315206
LOC109031102	0.0	0.89	19.7634474315206
LOC109034915	0.0	0.89	19.7634474315206
LOC109041689	0.0	0.89	19.7634474315206
LOC106657399	0.0	0.89	19.7634474315206
LOC109034021	0.0	0.8900000000000001	19.7634474315206
LOC109033415	0.0	0.8899999999999999	19.7634474315206
LOC109043627	0.0	0.8883333333333334	19.760743225633504
LOC109034451	0.0	0.8875	19.759389219512457
LOC109038669	0.0	0.885	19.755319559795414
LOC109036090	0.0	0.885	19.755319559795414
LOC109038310	0.0	0.885	19.755319559795414
LOC109039906	0.0	0.885	19.755319559795414
LOC104440737	0.0	0.88	19.747145637611997
LOC109031236	0.0	0.8799999999999999	19.747145637611997
LOC109043706	0.0	0.88	19.747145637611997
LOC109042310	0.0	0.88	19.747145637611997
LOC109039155	0.0	0.88	19.747145637611997
LOC104106264	0.0	0.88	19.747145637611997
LOC109030057	0.0	0.875	19.73892514017517
LOC109040751	0.0	0.875	19.73892514017517
LOC105120476	0.0	0.875	19.73892514017517
LOC109030089	0.0	0.875	19.73892514017517
LOC109031992	0.0	0.875	19.73892514017517
LOC109042128	0.0	0.875	19.73892514017517
LOC109042326	0.0	0.8724999999999999	19.734797259276824
LOC109038304	0.0	0.8725	19.734797259276824
LOC109030858	0.0	0.87	19.730657533667387
LOC109043258	0.0	0.8674999999999999	19.72650589517579
LOC109039616	0.0	0.865	19.72234227504075
LOC107426981	0.0	0.865	19.72234227504075
LOC105359689	0.0	0.865	19.72234227504075
LOC109037549	0.0	0.865	19.72234227504075
LOC109040293	0.0	0.865	19.72234227504075
LOC109031965	0.0	0.865	19.72234227504075
LOC109037851	0.0	0.865	19.72234227504075
LOC109034611	0.0	0.8625	19.718166603903914
LOC109042665	0.0	0.8616666666666666	19.71677202344985
LOC109037170	0.0	0.86	19.713978811802946
LOC109043395	0.0	0.86	19.713978811802946
gh61-2	0.0	0.86	19.713978811802946
LOC100124095	0.0	0.86	19.713978811802946
LOC106657684	0.0	0.86	19.713978811802946
LOC109043341	0.0	0.86	19.713978811802946
LOC109044098	0.0	0.8599999999999999	19.713978811802946
LOC109043921	0.0	0.86	19.713978811802946
LOC109037190	0.0	0.855	19.705566581796983
LOC109032621	0.0	0.855	19.705566581796983
LOC100115053	0.0	0.855	19.705566581796983
LOC109041407	0.0	0.8549999999999999	19.70556658179698
LOC109038891	0.0	0.8539999999999999	19.703878233620042
LOC107189440	0.0	0.85	19.697105012974436
LOC109040635	0.0	0.85	19.697105012974436
Coa6	0.0	0.85	19.697105012974436
LOC105187367	0.0	0.85	19.697105012974436
LOC105364305	0.0	0.85	19.697105012974436
LOC109034883	0.0	0.85	19.697105012974436
LOC109030396	0.0	0.845	19.688593523162034
LOC106646115	0.0	0.845	19.688593523162034
LOC111431851	0.0	0.84	19.680031519821284
LOC109042870	0.0	0.8400000000000001	19.680031519821284
LOC109033570	0.0	0.8400000000000001	19.680031519821284
LOC109037019	0.0	0.84	19.680031519821284
LOC109035869	0.0	0.8374999999999999	19.6757313875145
LOC107173596	0.0	0.835	19.67141839980096
LOC105198566	0.0	0.835	19.67141839980096
LOC106672675	0.0	0.8350000000000001	19.67141839980096
LOC109039388	0.0	0.835	19.67141839980096
LOC101297986	0.0	0.835	19.67141839980096
LOC109038174	0.0	0.8300000000000001	19.662753549082122
LOC109037013	0.0	0.83	19.662753549082122
COII	0.0	0.8300000000000001	19.662753549082122
Eif3b	0.0	0.8300000000000001	19.662753549082122
LOC109032495	0.0	0.83	19.662753549082122
LOC109037848	0.0	0.83	19.662753549082122
LOC109043894	0.0	0.83	19.662753549082122
LOC109044679	0.0	0.825	19.654036342515468
LOC106084632	0.0	0.825	19.654036342515468
LOC109034959	0.0	0.825	19.654036342515468
LOC109031095	0.0	0.825	19.654036342515468
LOC109002831	0.0	0.825	19.654036342515468
LOC109034901	0.0	0.825	19.654036342515468
LOC105644914	0.0	0.825	19.654036342515468
LOC109030683	0.0	0.825	19.654036342515468
LOC106650483	0.0	0.825	19.654036342515468
LOC109031162	0.0	0.8216666666666667	19.648195471020603
LOC106767355	0.0	0.8200000000000001	19.645266143550657
LOC109033694	0.0	0.8200000000000001	19.645266143550657
LOC109034523	0.0	0.8175000000000001	19.64086096981103
Pmpcb	0.0	0.815	19.636442303957406
LOC109040930	0.0	0.8140000000000001	19.634671041279876
LOC109038897	0.0	0.81	19.627564163537965
LOC109032989	0.0	0.81	19.627564163537965
LOC109030270	0.0	0.8099999999999999	19.627564163537965
LOC552741	0.0	0.81	19.627564163537965
LOC109041116	0.0	0.81	19.627564163537965
LOC109041870	0.0	0.81	19.627564163537965
LOC109031345	0.0	0.81	19.627564163537965
LOC104594778	0.0	0.81	19.627564163537965
LOC109036292	0.0	0.81	19.627564163537965
LOC109032244	0.0	0.81	19.627564163537965
LOC109033329	0.0	0.805	19.618631049830707
LOC105256427	0.0	0.8049999999999999	19.618631049830707
LOC109033223	0.0	0.805	19.618631049830707
LOC109032407	0.0	0.8049999999999999	19.618631049830707
LOC109031947	0.0	0.8049999999999999	19.618631049830707
LOC106642547	0.0	0.805	19.618631049830707
LOC109041693	0.0	0.8049999999999999	19.618631049830707
A6	0.0	0.8049999999999999	19.618631049830707
LOC109030942	0.0	0.8025	19.614143664421462
LOC109031173	0.0	0.8	19.609642277804486
LOC109040773	0.0	0.8	19.609642277804486
LOC109033563	0.0	0.7999999999999999	19.609642277804486
LOC109033062	0.0	0.8	19.609642277804486
LOC109033959	0.0	0.8	19.609642277804486
Trabd	0.0	0.795	19.600597149543407
LOC107873460	0.0	0.795	19.600597149543407
LOC106660299	0.0	0.795	19.600597149543407
LOC109231197	0.0	0.7949999999999999	19.600597149543407
LOC109033812	0.0	0.795	19.600597149543407
LOC107044356	0.0	0.795	19.600597149543407
LOC109035650	0.0	0.795	19.600597149543407
LOC109036219	0.0	0.7949999999999999	19.600597149543407
LOC110639569	0.0	0.795	19.600597149543407
LOC109032777	0.0	0.7949999999999999	19.600597149543407
LOC109040201	0.0	0.7925	19.59605323012309
LOC109039530	0.0	0.79	19.59149495392165
LOC109033898	0.0	0.79	19.59149495392165
LOC109036628	0.0	0.79	19.59149495392165
LOC109040234	0.0	0.7875	19.586922229929268
LOC109029776	0.0	0.7849999999999999	19.582334966267982
LOC109037371	0.0	0.7849999999999999	19.582334966267982
LOC105368130	0.0	0.7849999999999999	19.582334966267982
LOC105366121	0.0	0.7849999999999999	19.582334966267982
LOC109035771	0.0	0.785	19.582334966267982
LOC110724712	0.0	0.785	19.582334966267982
LOC110877325	0.0	0.785	19.582334966267982
LOC106658712	0.0	0.785	19.582334966267982
LOC109040865	0.0	0.785	19.582334966267982
LOC109037768	0.0	0.78	19.57311644801954
LOC106058997	0.0	0.78	19.57311644801954
LOC109032358	0.0	0.78	19.57311644801954
LOC109034132	0.0	0.78	19.57311644801954
LOC109043815	0.0	0.78	19.57311644801954
LOC109037012	0.0	0.7775	19.568485005235182
Atp5b	0.0	0.7766666666666667	19.56693788102864
LOC109041999	0.0	0.775	19.563838646364474
LOC109037169	0.0	0.7749999999999999	19.563838646364474
rpl11	0.0	0.775	19.563838646364474
LOC109031839	0.0	0.7749999999999999	19.563838646364474
LOC109037075	0.0	0.775	19.563838646364474
LOC105648954	0.0	0.775	19.563838646364474
LOC109039936	0.0	0.775	19.563838646364474
LOC109042661	0.0	0.775	19.563838646364474
LOC109038953	0.0	0.775	19.563838646364474
LOC109540870	0.0	0.775	19.563838646364474
PKM	0.0	0.775	19.563838646364474
LOC109043014	0.0	0.77	19.554500793873057
LOC106650180	0.0	0.77	19.554500793873057
LOC109044152	0.0	0.77	19.554500793873057
LOC109039147	0.0	0.77	19.554500793873057
LOC109036680	0.0	0.77	19.554500793873057
LOC109039237	0.0	0.77	19.554500793873057
LOC109032808	0.0	0.76875	19.552156856451308
LOC109030831	0.0	0.7675000000000001	19.549809104651356
LOC109040021	0.0	0.7670000000000001	19.548868933122126
LOC109043794	0.0	0.7649999999999999	19.54510210811674
LOC109033311	0.0	0.7637499999999999	19.542742838329353
LOC109031849	0.0	0.7625000000000001	19.54037970405753
LOC109043934	0.0	0.76	19.535641791274735
LOC109035459	0.0	0.76	19.535641791274735
LOC109034468	0.0	0.76	19.535641791274735
LOC109032336	0.0	0.76	19.535641791274735
LOC109030242	0.0	0.76	19.535641791274735
