Gene	WT_mean	Toluene_mean	log2FC_Toluene_vs_WT
LOC109030069	0.1	0.29	1.5360434481638434
RPS27L	0.285	0.825	1.5334288867222943
LOC111282066	0.16499999999999998	0.475	1.5254557826422024
LOC108846257	0.20500000000000002	0.5900000000000001	1.5250864524678973
LOC109042530	0.1225	0.35250000000000004	1.5248338239753643
LOC108988243	0.12	0.345	1.5235541153671277
LOC100261037	0.315	0.905	1.522562977743588
LOC108460975	0.27	0.7749999999999999	1.5212334213464849
LOC107411312	0.11499999999999999	0.33	1.520823989978246
COI	0.167	0.479	1.5201719262818265
LOC108995285	0.15000000000000002	0.43000000000000005	1.5193678962595447
LOC109004814	1.045	2.995	1.5190521618402484
LOC105047607	0.185	0.53	1.5184620126673007
LOC107434607	0.22	0.63	1.5178440371631028
LOC109004331	0.11	0.315	1.5178397694897585
LOC100787096	1.075	3.075	1.5162488777649106
NAC12	0.755	2.1550000000000002	1.513138078374827
LOC8271807	0.135	0.385	1.5118920991960598
LOC110421487	0.52	1.48	1.509011847870602
LOC109002799	0.16	0.455	1.5077887941377155
LOC109035356	0.125	0.355	1.5058834521397648
LOC104414482	0.12000000000000001	0.33999999999999997	1.5024925613350706
LOC108983383	0.09	0.255	1.5024899682898571
LOC18612269	2.21	6.24	1.4974992378688885
LOC104766190	0.16999999999999998	0.48	1.4974941786658975
LOC102719050	0.30000000000000004	0.845	1.49398573902861
FBA2	0.19	0.535	1.4935345764694736
mAspATase	0.35	0.985	1.4927661451957401
LPAT2	0.235	0.66	1.4898013144659656
LOC107431618	1.135	3.1799999999999997	1.4863336505746625
LOC107343528	0.4	1.12	1.4854245085571451
LOC109172031	0.075	0.21	1.4854144613246298
LOC111406390	3.36	9.39	1.4826636491431902
LHCB5	0.29	0.81	1.4818658140590337
LOC104907046	0.835	2.325	1.477381506257747
LOC108216858	0.23	0.64	1.4764340255787292
LOC105043663	0.365	1.0150000000000001	1.4755088270951449
LOC105126632	1.345	3.71	1.4638123302953954
LOC100241162	0.1	0.275	1.4594224379132692
LOC104805539	1.275	3.505	1.4589164772371963
LOC103482979	2.4850000000000003	6.83	1.4586393573956629
LOC101498274	7.15	19.625	1.456677378738205
LOC111007626	0.21500000000000002	0.59	1.4563740297096157
LOC105962680	17.455	47.879999999999995	1.4557827428699746
LOC111367420	0.135	0.37	1.4545590760456455
EKS	0.325	0.89	1.4533627998878618
LOC111315729	0.55	1.505	1.4522582987565718
LOC110635793	3.83	10.45	1.4480864064174936
LOC109167669	0.515	1.405	1.4479240185196787
LOC104599721	0.275	0.75	1.4474556544090802
LOC109206223	105.235	286.77	1.446279489050769
LOC107228062	0.215	0.585	1.4440957208306804
LOC111299967	0.7649999999999999	2.08	1.4430506831770211
LOC111410414	0.07	0.19	1.4405595747158502
LOC103949508	0.19	0.515	1.438568221974695
Cyp2d26	0.11166666666666666	0.30166666666666664	1.4337485594327726
LOC109223370	0.18000000000000002	0.485	1.4299828004205128
LOC109354609	0.255	0.685	1.4256031894951233
LOC108219509	1.155	3.1	1.4243745801575274
LOC111369723	1.41	3.7800000000000002	1.422690430299974
LOC100115365	0.31	0.8300000000000001	1.4208402052983344
LOC101493036	0.29	0.7749999999999999	1.4181402968855443
LOC104589021	0.105	0.28	1.4150289118645896
LOC110910764	0.06	0.16	1.415022471377696
LOC111304861	0.045	0.12	1.4150174621538427
Ywhaz	0.1025	0.27249999999999996	1.410623539437945
LOC109802593	0.145	0.385	1.4087993432356465
LOC110932837	0.26	0.6900000000000001	1.4080812806815306
LOC110626742	8.59	22.785	1.4073542294520107
LOC106767474	0.115	0.30500000000000005	1.4071675665260697
LOC110605557	0.33	0.875	1.4068142694707355
Vamp8	0.1	0.265	1.4059833769195198
LOC100499865	0.395	1.045	1.4035761120846508
LOC107864386	3.4699999999999998	9.17	1.4019858125822884
LOC109802218	0.95	2.505	1.3988102421647501
LOC111374648	0.165	0.43500000000000005	1.398543949446974
LOC109163496	0.11000000000000001	0.29000000000000004	1.398541235942336
LOC107865108	0.11	0.29	1.3985412359423357
LOC110819022	0.765	2.0149999999999997	1.3972470159381876
LOC8276916	0.16	0.42	1.3923118409470354
LOC103935140	0.10500000000000001	0.275	1.3890337970128033
LOC111401914	0.16999999999999998	0.44499999999999995	1.3882653453072864
LOC104436916	0.17	0.44499999999999995	1.3882653453072862
LOC8258815	4.395	11.495000000000001	1.3870711928228614
LOC103958701	0.5700000000000001	1.49	1.3862769435070887
LOC104090027	0.115	0.3	1.3833209034072353
LOC105046281	0.255	0.665	1.382853605377772
Igfbp7	0.305	0.7949999999999999	1.3821427022911503
LOC110797839	0.315	0.8200000000000001	1.3802692605243039
LOC107880963	2.5949999999999998	6.75	1.3791526213611562
LOC110614366	0.7749999999999999	2.015	1.378510477690453
LOC111284550	0.22499999999999998	0.585	1.3785076774332805
LOC107856824	0.07500000000000001	0.195	1.3784997858652264
LOC100246971	2.24	5.82	1.377520024676262
LOC105176327	1.175	3.05	1.3761477310748946
LOC109030910	0.135	0.35	1.3743889501710878
SdhD	0.11	0.28500000000000003	1.373450342256579
LOC105631330	0.08499999999999999	0.22	1.3719583622937912
LOC109039601	0.23	0.595	1.3712519593729424
LOC109163025	0.44499999999999995	1.15	1.3697546324871737
LOC105959376	0.095	0.245	1.3667730330271313
LOC107866268	0.175	0.45	1.3625650414220176
LOC108200588	3.26	8.370000000000001	1.3603553881398316
LOC109176416	0.23	0.5900000000000001	1.35907726597509
LOC109818678	1.18	3.0250000000000004	1.3581475371016196
LOC109225289	0.74	1.895	1.3565994842720093
LOC109709904	4.02	10.29	1.355975357039314
LOC105628262	0.54	1.38	1.353635328390501
LOC100250805	0.225	0.575	1.3536330516836617
LOC105633293	3.73	9.53	1.3533003482578148
HSP70	0.6616666666666666	1.6883333333333335	1.3514219357724624
LOC108483195	0.255	0.6499999999999999	1.3499390329695657
LOC108986771	0.15500000000000003	0.395	1.3495787824981962
LOC110752955	0.7150000000000001	1.82	1.3479220783557808
LOC110666267	0.495	1.26	1.3479215338834247
LOC111366890	0.45	1.145	1.3473487457769704
LOC103435127	0.185	0.47000000000000003	1.3451307572788431
LOC109018377	1.055	2.6799999999999997	1.3449891725867291
LOC18789594	0.065	0.165	1.343940949659584
LOC109792555	0.15000000000000002	0.38	1.3410310964610888
LOC101313088	0.085	0.215	1.3387916508626516
LOC111009989	2.99	7.550000000000001	1.3363308685931374
TMEM147	0.505	1.275	1.3361402288131068
LOC100853409	3.135	7.915	1.336123629418935
LOC8267090	0.105	0.265	1.3355947360190543
LOC111300263	0.22999999999999998	0.58	1.3344152539001597
LOC100810666	0.11499999999999999	0.29000000000000004	1.3344114687527433
LOC102723342	0.25	0.63	1.3334202529468808
RTCB	0.905	2.28	1.3330431657050943
LOC110802374	0.165	0.415	1.3306400447780624
LOC110877420	2.815	7.08	1.3306141292706517
LOC110632532	0.39	0.98	1.329305398176695
Mbd1	0.205	0.515	1.3289442863923888
LOC107849550	37.545	94.13	1.3260337800893542
LOC110872038	4.26	10.67	1.3246346371482192
LOC109236361	0.7050000000000001	1.7650000000000001	1.3239717918886198
LOC111401295	0.16	0.4	1.3219226848046282
LOC18423769	0.16	0.4	1.3219226848046282
LOC109043106	0.11	0.275	1.3219202256917613
Plin2	0.09	0.225	1.321918476995229
LOC100305865	0.315	0.7849999999999999	1.3173380832416306
LOC109033860	0.15666666666666668	0.39	1.3157703584567169
Sdc1	0.185	0.46	1.3141039283877254
LOC105644837	0.6799999999999999	1.69	1.3134153270885027
Gcgr	0.0725	0.18	1.3119321221602174
LOC100259317	0.385	0.9550000000000001	1.3106400507605123
LOC111451391	0.115	0.28500000000000003	1.309320575066986
LOC104645763	0.44	1.09	1.3087507508638143
LOC110634652	0.105	0.26	1.308114104291399
LOC100257868	0.095	0.235	1.3066522911651623
LOC110671822	0.095	0.235	1.3066522911651623
LOC108222749	0.85	2.1	1.304853571238611
Atp2a2	0.16	0.395	1.3037753837491601
LOC110602621	0.235	0.5800000000000001	1.303388491738262
LOC102714689	0.515	1.27	1.302182494221973
LOC18589962	0.25	0.615	1.2986548906395812
LOC107480569	0.12	0.295	1.297673416715479
LOC18589454	0.175	0.43000000000000005	1.2969768489098683
LOC107418352	0.375	0.92	1.2947409865254174
LOC110772950	0.155	0.38	1.2937256919376954
LOC108849756	3.125	7.66	1.2934879290545453
LOC111394685	11.93	29.200000000000003	1.2913742545495088
LOC105958729	1.03	2.52	1.2907785681404997
MgBmh2	0.135	0.32999999999999996	1.2895003024011622
LOC100262218	0.045	0.11000000000000001	1.2894876730112508
LOC101309128	0.125	0.305	1.286874336413921
LOC103456170	0.0625	0.1525	1.2868675251165032
LOC8280864	0.615	1.5	1.2863028011093263
EXPA1	0.255	0.62	1.2817676377244704
PDS1	0.33999999999999997	0.825	1.27885687850121
LOC106790401	0.285	0.69	1.2756314713953085
LOC108991981	2.115	5.115	1.2740761765520139
LOC109810910	0.455	1.1	1.2735632141114661
LOC100259413	0.12	0.29	1.2730114467997438
LOC108323071	1.06	2.56	1.2720787479570257
LOC109158323	0.38	0.915	1.2677701049945855
LOC110098148	10.065	24.225	1.2671494095972764
LOC108211465	0.15	0.36	1.263028795379573
LOC110649202	0.5449999999999999	1.3050000000000002	1.2597201301615406
LOC102605799	0.165	0.395	1.259381537626722
LOC107424607	0.75	1.795	1.2590202234646688
LOC109033856	0.245	0.585	1.2556514530722875
LOC105171901	1.185	2.825	1.2533631016290552
LOC106444084	11.614999999999998	27.655	1.2515511158650785
LOC109121393	0.435	1.035	1.2505415390216637
LEA	0.225	0.535	1.2496101747314863
LOC105630947	0.265	0.63	1.2493563148050704
LOC104443359	0.68	1.615	1.2479262851441373
LOC105965055	0.12	0.285	1.2479205531139865
LOC110929313	0.95	2.255	1.247127136074803
LOC111300902	2.075	4.925	1.2470119857678736
LOC101203222	0.3025	0.7175	1.2460409308925664
LOC111408999	2.295	5.4399999999999995	1.2451121344126481
LOC104444186	0.8	1.895	1.2441249012324986
LOC109158332	0.475	1.125	1.2439238280315905
LOC103969372	0.15	0.355	1.2428509698852528
LOC110601268	20.84	49.32	1.2428174821488471
LOC18770032	0.48	1.135	1.2415842520546136
LOC102626879	0.165	0.38999999999999996	1.2410030551372928
LOC104590050	0.1375	0.325	1.2410020462692133
LOC108985547	0.5249999999999999	1.24	1.2399492081960892
LOC111404234	0.27749999999999997	0.655	1.2390041388818314
LOC109354059	1.875	4.425	1.2387864161827076
LOC110908661	0.515	1.215	1.2383103624785254
LOC111308478	0.265	0.625	1.2378606942871488
LOC110761668	0.8999999999999999	2.12	1.2360664357562936
LOC107781919	0.11499999999999999	0.27	1.2313183442918023
LOC111386576	0.13	0.30500000000000005	1.2302912519502374
LOC8259401	5.76	13.49	1.2277494879836022
LOC110415437	0.615	1.44	1.227409152130593
LOC104085032	0.72	1.685	1.2266786321964085
LOC105128773	95.015	222.055	1.2246898535391524
LOC111388188	0.255	0.595	1.2223891884154403
LOC110645083	0.18	0.42000000000000004	1.2223878413703657
LOC109207969	2.35	5.48	1.2215147857483686
Crp	0.21250000000000002	0.495	1.2199618093372404
LOC108216116	0.625	1.455	1.2190897414786206
Nipsnap1	0.19000000000000003	0.44166666666666665	1.2169542086496472
LOC103941152	1.5150000000000001	3.52	1.2162570927471938
GND1	0.19	0.44000000000000006	1.2114997909305392
LOC100240827	4.9	11.345	1.211202787407947
LOC107867425	0.46	1.065	1.2111458825212618
LOC109039868	0.135	0.3125	1.21089071252501
LOC107492738	0.175	0.405	1.21056230419713
LOC107461877	76.45500000000001	176.10500000000002	1.203753101213403
LOC18608043	0.775	1.785	1.203654805446364
LOC109012791	3.995	9.175	1.1995124509194346
LOC103936039	5.425000000000001	12.45	1.198450549568171
LOC108482056	0.835	1.915	1.1974953150388072
LOC111381314	0.31	0.71	1.1955481872337579
LOC100242694	1.095	2.505	1.1938789919909683
LOC100252595	11.585	26.479999999999997	1.1926450078935473
LOC18592032	0.335	0.765	1.191296231563584
LOC110794838	9.085	20.71	1.1887690448484884
LOC100116902	0.33999999999999997	0.775	1.1886591823502173
LOC107766021	1.2349999999999999	2.815	1.1886232248244908
LOC109849174	59.525	135.55	1.1872574789738544
LOC100255327	2.19	4.9799999999999995	1.1852145033999693
LOC110666460	1.2850000000000001	2.92	1.1841993810402593
AQP	3.81	8.655000000000001	1.1837426099024426
LOC109223930	0.24	0.545	1.1832184599833921
LOC109185546	0.595	1.35	1.1819964777099745
LOC8268535	0.20500000000000002	0.465	1.1816028715369717
LOC110652381	1.37	3.0999999999999996	1.1780917346374435
LOC105969708	1.695	3.835	1.1779408294109415
LOC109799428	0.915	2.07	1.1777862394542105
LOC111409211	63.345	143.2	1.1767288269286469
LOC103344119	0.35	0.7899999999999999	1.1744954354472925
LOC8267993	4.54	10.24	1.1734513358230625
LOC111398293	0.08	0.18	1.1699149828171964
LOC8286863	1.165	2.62	1.1692361691657167
LOC110815290	0.405	0.9099999999999999	1.1679426604867866
LOC101253146	0.265	0.595	1.1668942893182965
LOC18792174	0.22499999999999998	0.505	1.166354831277444
SHR2	1.6949999999999998	3.8	1.1647136737038783
LOC110775058	2.4850000000000003	5.5600000000000005	1.1618387100774552
LOC104448833	2.23	4.984999999999999	1.160549436936788
LOC110039550	0.595	1.33	1.1604633322304416
LOC100820154	1.045	2.335	1.159918844916439
LOC105360277	0.45	1.005	1.1591968243805755
LOC109235640	1.28	2.8550000000000004	1.1573463135799502
LOC18596095	3.95	8.795	1.154830723204102
LOC100249019	0.155	0.345	1.154323020430073
LOC106764132	6.48	14.415000000000001	1.1535049960550745
LOC108997508	0.18000000000000002	0.39999999999999997	1.1519986852279576
LOC109011240	0.045	0.1	1.1519854607897428
UGT72B23	8.170000000000002	18.15	1.1515614676403079
LOC102620719	0.655	1.455	1.151451130327309
LOC103343173	2.955	6.55	1.1483365082844588
LOC110884196	0.185	0.41	1.1480943594227393
LOC104594495	0.07	0.155	1.1468300862272442
LOC111379163	0.165	0.365	1.1454256485254894
LOC109121469	0.59	1.305	1.145261607477301
LOC104440761	2.92	6.455	1.1444484558539902
LOC105118768	5.1	11.25	1.141355694603742
LOC104605584	1.965	4.33	1.139837311458239
LOC110794339	1.085	2.39	1.1393148495019998
LOC104598966	2.815	6.2	1.13913301338415
Dpys	0.2625	0.5775	1.1375005259503637
LOC105636880	0.025	0.055	1.1374720476828906
LOC105630459	13.48	29.615000000000002	1.1355075313032996
LOC104236468	0.30500000000000005	0.67	1.135349276029539
LOC105162689	0.155	0.33999999999999997	1.1332614663980158
LOC103326048	6.475	14.2	1.132938710606339
CKD1	0.585	1.2825	1.1324489547883636
LOC18608942	0.605	1.3250000000000002	1.1309840163840708
LOC109041156	0.2733333333333333	0.5983333333333334	1.130285162249503
LOC109191768	0.5325	1.165	1.1294750535088345
LOC111288447	0.885	1.935	1.1285833214770855
LOC107947106	2.5549999999999997	5.585	1.12823368320622
LOC104447994	0.11	0.24	1.125523777950825
Asgr1	0.1125	0.245	1.1228498124257793
LOC109152390	0.085	0.185	1.1219813499261115
LOC110413786	0.115	0.25	1.120287459366609
LOC100262045	0.405	0.88	1.1195796929723443
HSP70-1	0.58	1.26	1.1192975859648553
LOC107418346	0.145	0.315	1.1192935587626687
LOC111395539	0.175	0.38	1.1186400491114126
P5CS	35.94499999999999	77.89500000000001	1.1157396008179936
LOC105973763	3.115	6.75	1.115655089502373
LOC107029677	0.36	0.78	1.1154750595471188
NES1	0.18	0.39	1.1154729016830613
LOC111373101	0.18	0.39	1.1154729016830613
LOC108223037	1.955	4.235	1.1151929647335534
LOC111292612	8.370000000000001	18.09	1.111892787456876
LOC102626741	0.13	0.28	1.1069092587781222
LOC105156030	6.15	13.235	1.105699753690299
LOC105057426	1.415	3.045	1.1056396292937405
LOC105117379	0.33499999999999996	0.72	1.1038335081803277
LOC109041416	0.135	0.29	1.1030877811756592
LOC110759020	0.17	0.365	1.1023571837969592
LOC104441624	0.7150000000000001	1.535	1.1022224307040687
LOC104454158	0.41000000000000003	0.88	1.1018777346803637
LOC109149791	0.515	1.105	1.1014005364671198
LOC108991176	8.565	18.325000000000003	1.0972879572246739
LOC102622896	0.11	0.235	1.0951502568052642
LOC110815333	0.185	0.395	1.0943232366055424
LOC103935456	0.30000000000000004	0.64	1.0931068496252672
LOC103329825	0.15	0.32	1.0931042948715604
LOC103443628	0.075	0.16	1.0930991854016696
LOC102580987	2.795	5.96	1.0924637735120089
LOC103927504	35.760000000000005	76.25	1.0923905796184255
LOC111367770	0.495	1.055	1.0917410215778862
LOC105116518	0.115	0.245	1.0911412314776403
LOC105957114	0.675	1.435	1.0880901976625008
LOC109211647	0.16	0.34	1.0874580676489798
LOC105179266	0.245	0.52	1.0857267598975866
LOC109042355	0.205	0.435	1.085387770247536
LOC108989473	0.33	0.7	1.0848865867814264
LOC109159066	3.24	6.865	1.0832656721385094
CAL1	0.29500000000000004	0.625	1.0831386531270895
LOC107799556	4.015	8.495000000000001	1.0812137701693818
LOC18776516	19.125	40.46	1.0810365323131899
LOC100802469	0.22	0.465	1.079723737347551
LOC110636445	1.635	3.455	1.0793946100754033
LOC100246754	0.31	0.655	1.0792242398892782
LOC103405311	0.45	0.95	1.0780008246414152
LOC105123955	0.09	0.19	1.0779940752572414
LOC102620697	0.14	0.295	1.0752827128598375
LOC105121634	0.14	0.295	1.0752827128598375
LOC109013191	0.19	0.4	1.0739965950650583
LOC111374460	2.285	4.81	1.0738423972722924
LOC104610077	0.43	0.905	1.0735793714175486
LOC108208902	0.25	0.525	1.0703863051107132
LOC103935524	0.155	0.32499999999999996	1.0681666340164975
LOC108819058	15.14	31.725	1.0672549089274668
LOC104422375	0.21	0.44	1.0671106047471486
TEF1	0.175	0.36666666666666664	1.0671098865279023
LOC100242372	0.105	0.22	1.0671070136610221
LOC111275377	0.9650000000000001	2.02	1.0657536646690102
LOC107426554	4.68	9.795	1.0655368017049638
LOC105155890	0.975	2.04	1.0650942557387004
LOC107860530	0.435	0.9099999999999999	1.064849413191751
LOC108464587	0.055	0.115	1.0641166519589742
LOC102622773	2.2649999999999997	4.734999999999999	1.063853043158248
LOC110416859	3.08	6.4350000000000005	1.0630095533134118
LOC107865899	1.245	2.6	1.0623652770522427
LOC107425632	0.765	1.595	1.0600237897082934
LOC109041098	0.24	0.5	1.0588905632239511
LOC110816111	0.18	0.375	1.058889521285029
LOC108474130	0.545	1.135	1.0583627864659453
LOC18595945	0.425	0.885	1.0582128495356897
LOC8267873	32.835	68.36500000000001	1.0580234369527914
LOC18606602	0.255	0.53	1.0554921770387327
LOC18782620	0.39	0.81	1.054445865912955
LOC18590076	0.39	0.81	1.054445865912955
LOC109713930	0.325	0.675	1.0544454822919451
UBL4A	0.195	0.405	1.0544439478108192
LOC105167328	2.85	5.915	1.0534159869834534
LOC111453471	1.94	4.025	1.052931745591312
LOC107805345	1.155	2.395	1.05213215761181
LOC110897852	31.0	64.26	1.0516527412221661
LOC103930284	3.06	6.34	1.0509509435322697
LOC103434215	1.055	2.185	1.0503895735827895
LOC103846341	1.77	3.665	1.050063416610259
LOC109808201	8.995000000000001	18.619999999999997	1.049657803399701
LOC109031998	0.435	0.9	1.0489078869380342
LOC104802161	0.885	1.83	1.0480934463958085
LOC108195383	0.375	0.7749999999999999	1.0473037291374978
LOC110426858	1.335	2.755	1.0452120198777326
LOC104585809	0.96	1.98	1.044393345185577
LOC18601810	1.355	2.785	1.039383929290227
LOC111369465	4.385	9.01	1.0389500944835193
LOC110814665	0.195	0.4	1.0365220843410707
LOC110733543	0.49	1.005	1.0363403383078704
LOC107426607	0.615	1.26	1.0347642173125986
LOC103989172	62.33	127.375	1.0310835167099357
LOC105158148	2.365	4.83	1.0301826941720567
LOC108465919	0.24	0.49	1.0297442764498275
Mtch1	0.135	0.275	1.0264667709250848
LOC110662146	2.7350000000000003	5.57	1.0261362260656088
LOC101297976	11.76	23.915	1.0240276687977432
LOC103952025	3.2750000000000004	6.66	1.0240270467498076
LOC8280964	10.265	20.865000000000002	1.0233512217540013
LOC108998077	0.15500000000000003	0.315	1.0230788854101114
LOC107634248	0.635	1.29	1.022541415059998
LOC101495918	0.97	1.97	1.0221382222878623
LOC110790820	0.32499999999999996	0.6599999999999999	1.0220240531750853
LOC110746861	7.039999999999999	14.295000000000002	1.0218631819885922
UGP	0.165	0.335	1.0216906340654393
LOC110806775	0.515	1.045	1.0208571841195464
LOC109209175	0.37	0.75	1.0193633492885197
LOC110410104	3.7249999999999996	7.550000000000001	1.0192360226477108
Pipox	0.1	0.2025	1.0179146055213517
LOC109796734	1.29	2.6100000000000003	1.0166781755354302
LOC105955830	0.22000000000000003	0.445	1.0162984966469577
LOC110629745	0.44999999999999996	0.91	1.0159399232618993
LOC109851085	4.13	8.35	1.015634239399017
LOC111407941	0.22999999999999998	0.465	1.0155936850441647
LOC108455746	34.035	68.805	1.0154942769889332
LOC109008636	0.24	0.485	1.0149473048750415
LOC101311386	0.25	0.505	1.0143523790274829
LOC108997138	0.25	0.505	1.0143523790274829
LOC110805892	27.369999999999997	55.235	1.012987268118934
LOC100254950	24.905	50.254999999999995	1.0128317006645895
LOC106767710	0.285	0.575	1.0125974837333238
LOC109241006	0.44	0.885	1.0081722827600277
LOC110825263	0.77	1.545	1.0046755473636622
LOC105178946	1.56	3.13	1.0046161641910127
LOC8274669	1.4	2.8049999999999997	1.002573427497428
LOC8277993	10.105	20.244999999999997	1.002496249788108
LOC105635259	1.62	3.24	0.9999995547239591
CYP707A-4	1.0350000000000001	2.07	0.999999303046379
LOC101258340	0.95	1.9	0.99999924068742
LOC100259032	0.605	1.21	0.9999988076915268
LOC108222163	0.37	0.74	0.9999980504160589
LOC108985417	0.33	0.66	0.999997814103391
LOC111406049	0.225	0.45	0.9999967940217067
LOC105131681	0.21000000000000002	0.42000000000000004	0.9999965650240751
LOC111377973	0.195	0.39	0.999996300796174
LOC109010147	0.16	0.32	0.9999954915991303
LOC109034331	0.15	0.30000000000000004	0.9999951910405753
LOC109031608	0.11	0.22	0.99999344233998
LOC103318848	0.11	0.22	0.99999344233998
LOC107859861	0.095	0.19	0.9999924069281511
LOC111478492	0.08	0.16	0.9999909832405265
LHCA4	0.0725	0.145	0.9999900504819544
LOC111278842	0.07	0.14	0.9999896951458314
Tecr	0.045	0.09	0.9999839703222624
LOC103989195	2.14	4.275	0.9983132866881943
LOC107879297	1.275	2.545	0.997167844565927
LOC105970006	5.49	10.95	0.9960526844503444
LOC105648527	19.009999999999998	37.870000000000005	0.9942968514404812
LOC105162490	1.6099999999999999	3.205	0.9932632225593143
LOC110748704	2.415	4.805	0.9925129447975264
LOC109805803	2.48	4.93	0.9912472368951634
LOC104085355	0.9750000000000001	1.935	0.9888587082869766
LOC103928068	21.225	42.120000000000005	0.9887408488658384
LOC106646721	0.315	0.625	0.9885020894954026
LOC109820458	0.27	0.535	0.9865768375563319
LOC109220908	3.885	7.6850000000000005	0.9841304776617197
LOC109341175	6.045	11.955	0.9837997674804158
RBCS2B	0.21500000000000002	0.42500000000000004	0.9831228658142895
LOC111012094	0.20500000000000002	0.405	0.9822945229525005
LOC100255686	0.20500000000000002	0.405	0.9822945229525005
LOC104727396	1.02	2.015	0.9822099881277727
LOC100840832	0.38	0.75	0.9808893040834994
LOC110766762	0.4700000000000001	0.9266666666666665	0.9793882076283743
LOC105175981	0.165	0.325	0.9779693891450231
LOC107926919	0.16	0.315	0.9772754866610752
LOC110768965	2.04	4.015000000000001	0.9768304876687829
LOC100810095	0.15	0.295	0.9757477263018182
LOC109165184	0.145	0.28500000000000003	0.9749041315294887
LOC107814889	0.285	0.56	0.9744624220527253
LOC105162465	0.275	0.54	0.9735252141395719
LOC108854183	0.135	0.265	0.9730277099313357
LOC103982524	0.395	0.775	0.9723418662500367
LOC107435112	0.13	0.255	0.9719801838354437
LOC105168220	0.505	0.99	0.9711437377757624
LOC105648751	2.165	4.24	0.969696913723009
LOC108867561	0.36	0.7050000000000001	0.9696243898503161
LOC104594533	0.5800000000000001	1.135	0.9685662758566362
LOC105160898	0.445	0.87	0.9672084811438544
LOC104606421	0.11	0.215	0.9668267309088406
LOC109043902	0.2675	0.5225	0.9658895135735194
LOC106365644	13.469999999999999	26.305	0.9655871470130786
LOC107861730	0.525	1.025	0.9652332413580564
LOC110112462	0.20500000000000002	0.4	0.9643726594827522
LOC105162904	0.9	1.7550000000000001	0.9634733430295087
LOC107460870	0.2	0.39	0.9634706097310259
LOC109803269	0.2	0.39	0.9634706097310259
LOC101208528	0.665	1.295	0.9615247967705627
LOC110624307	0.46499999999999997	0.905	0.9606855675458159
LOC106775134	0.645	1.255	0.9603152113500976
LOC101774571	0.18	0.35	0.9593541225324108
LOC100264497	0.62	1.205	0.9586918961742761
LOC18609435	2.105	4.09	0.958280277246831
LOC110662229	17.36	33.71	0.9574096392324218
LOC107470357	0.17	0.33	0.9569271634881872
LOC109005698	2.475	4.8	0.9556055982960124
LOC110656058	0.16	0.31	0.9541919474185114
Pc18g02000	0.08	0.155	0.9541875844914901
LOC110772367	4.95	9.59	0.9541021490350757
LOC111293959	0.635	1.23	0.9538287195304891
LOC107423197	5.6850000000000005	11.010000000000002	0.9535820919348945
LOC100268109	0.8300000000000001	1.605	0.9513892164647638
LOC100114036	0.07500000000000001	0.145	0.9510811133000759
LOC105645087	1.2650000000000001	2.445	0.9506965298471871
LOC18610484	2.6	5.025	0.9506117052586973
LOC107944390	10.365	20.025	0.950082059042257
LOC107176911	0.35	0.675	0.9475305954503255
LOC105645563	0.14	0.27	0.9475276184831609
LOC109713483	0.5549999999999999	1.07	0.947049868915351
LOC110719651	1.04	2.005	0.9470180406561944
LOC107910705	0.76	1.465	0.9468284274713984
LOC109821041	0.20500000000000002	0.395	0.9462253584272842
LOC107791908	0.5900000000000001	1.135	0.943904263781706
LOC105953264	0.76	1.46	0.9418961353016817
LOC107411705	3.85	7.395	0.941691521881462
GH1BG5	7.359999999999999	14.135	0.9414941178212676
LOC105161049	0.25	0.48	0.9411035457893471
LOC102628269	0.495	0.95	0.9404975923444057
LOC100246238	1.975	3.785	0.9384402976040725
LOC108996571	1.47	2.815	0.9373182983215891
LOC109032139	0.32	0.6124999999999999	0.9366357860061644
LOC104425948	11.7	22.39	0.9363459395093605
LOC104598633	0.74	1.415	0.9352039471884634
Prkcsh	0.2275	0.435	0.9351458306838178
Mcl	0.17	0.32499999999999996	0.9349009244164926
LOC100256183	3.21	6.135	0.9344898322610611
LOC100381506	0.32499999999999996	0.62	0.9318263852291948
LOC105112799	0.21500000000000002	0.41000000000000003	0.9312840584861994
LOC8284686	0.32	0.61	0.930735194219827
LOC104598274	0.16	0.305	0.9307330508869789
LOC109217046	0.36	0.685	0.9281051801601659
LOC106641154	0.20500000000000002	0.39	0.9278468759378554
LOC105633817	0.2	0.38	0.9259960016599538
LOC110749209	0.1	0.19	0.9259925847897609
LOC100246940	0.1	0.19	0.9259925847897609
LOC111435602	0.05	0.095	0.9259857511276016
LOC109845572	1.385	2.625	0.9224309544456097
LOC107026990	2.81	5.325	0.9222111524063813
LOC109003486	0.095	0.18000000000000002	0.9219903167652516
Xylb	0.165	0.3125	0.921386038340565
LOC109006801	0.23	0.43500000000000005	0.919378583754729
LOC107420093	0.32	0.605	0.9188611134775678
LOC107629143	4.525	8.55	0.9180064777113464
LOC104599899	0.36	0.6799999999999999	0.9175359539361627
AO090003000415	0.135	0.255	0.9175328108341922
cslD4	0.175	0.33	0.9151072302619091
LOC104607470	0.13	0.245	0.9142649169018082
LOC109031048	0.215	0.405	0.913582100194219
LOC111376079	0.215	0.405	0.913582100194219
LOC107888050	0.21500000000000002	0.405	0.9135821001942189
LOC102630996	0.425	0.8	0.9125355675447616
LOC102607156	0.38	0.715	0.9119420445277934
ARL14	0.125	0.235	0.9107272595035231
